stage,full_error_message
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none. I'm ready when you are."
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? Let's try again."
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none. Just say the word."
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about? I'm ready when you are.
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? Can you clarify?"
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about? Just say the word.
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. Let me know."
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'. Just say the word."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'. Any ideas?"
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about? Just say the word."
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none. Any ideas?"
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about? Can you clarify?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"I think I misheard you. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about? Can you clarify?"
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'. What do you say?"
ALLERGIES_CHECK,"I think I misheard you. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'. Take your time."
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no? I'm ready when you are.
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no? What do you say?"
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no? Let me know."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no? Just say the word."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none. I'm ready when you are."
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no? What do you say?"
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about? Let's try again.
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'. Let me know."
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no? Any ideas?"
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. Just say the word."
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about? I'm ready when you are.
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about? Any ideas?
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no? Let me know."
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'. Let's try again."
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no? Just say the word.
ALLERGIES_CHECK,"I think I misheard you. Please clearly state any allergies, or say 'none'. Just say the word."
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'. Let's try again."
ALLERGIES_CHECK,I think I misheard you. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. Take your time."
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,I think I misheard you. Do you have any dietary restrictions? Yes or no? Let me know.
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no? Can you clarify?"
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about? Take your time."
ALLERGIES_CHECK,"Wait, say that again? If you have allergies, please list them. If not, just say none. What do you say?"
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no? Any ideas?"
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no? Any ideas?"
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'. Any ideas?"
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'. Let's try again."
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. I'm ready when you are."
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about? I'm ready when you are."
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about? Let me know.
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none. What do you say?"
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about? What do you say?"
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'. Just say the word."
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no? Any ideas?
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about? Can you clarify?
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'. What do you say?"
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? I'm ready when you are."
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no? I'm ready when you are."
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? Any ideas?"
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no? Take your time."
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no? What do you say?"
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no? Let me know.
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about? Let me know."
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. What do you say?"
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about? Any ideas?"
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'. What do you say?"
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no? Let's try again.
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,I'm not sure I follow. Do you have any dietary restrictions? Yes or no? What do you say?
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about? Take your time.
ALLERGIES_CHECK,"Sorry [Name], could you clarify? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about? Any ideas?
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no? Take your time."
ALLERGIES_CHECK,"Wait, say that again? Please clearly state any allergies, or say 'none'. Any ideas?"
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about? I'm ready when you are.
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,Could you repeat that? Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none. What do you say?"
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,"Oops, missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,Let's try that one more time. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'. Any ideas?"
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about? Can you clarify?"
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no? I'm ready when you are."
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'. Let's try again."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about? What do you say?
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,Could you repeat that? Do you have any dietary restrictions? Yes or no? Let's try again.
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no? Take your time."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about? Can you clarify?"
ALLERGIES_CHECK,I think I misheard you. I didn't catch that. Any food allergies I should know about? Just say the word.
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,Could you repeat that? Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'. Just say the word."
ALLERGIES_CHECK,"Wait, say that again? I didn't catch that. Any food allergies I should know about? I'm ready when you are."
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no? Take your time."
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about? Just say the word."
ALLERGIES_CHECK,I think I misheard you. Do you have any dietary restrictions? Yes or no? Any ideas?
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about? Let's try again."
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"My apologies, I didn't understand. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'. What do you say?"
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"My apologies, I didn't understand. Please clearly state any allergies, or say 'none'. Let's try again."
ALLERGIES_CHECK,"Oops, missed that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none. Just say the word."
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'. Let me know."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about? Take your time."
ALLERGIES_CHECK,"My apologies, I didn't understand. I didn't catch that. Any food allergies I should know about? I'm ready when you are."
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. Let me know."
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,I think I misheard you. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"I think I misheard you. If you have allergies, please list them. If not, just say none. Any ideas?"
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Please clearly state any allergies, or say 'none'. Can you clarify?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no? Let's try again."
ALLERGIES_CHECK,"I think I misheard you. Please clearly state any allergies, or say 'none'. I'm ready when you are."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"[Name], I didn't quite get that. I didn't catch that. Any food allergies I should know about?"
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no? Any ideas?"
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"[Name], I didn't quite get that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I didn't quite catch that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Could you repeat that? Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no? Can you clarify?
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"I'm not sure I follow. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. What do you say?"
ALLERGIES_CHECK,"Oops, missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Sorry, I missed that. Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Hmm, that didn't compute. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none. Just say the word."
ALLERGIES_CHECK,"Hmm, that didn't compute. Do you have any dietary restrictions? Yes or no? What do you say?"
ALLERGIES_CHECK,"Sorry [Name], could you clarify? I didn't catch that. Any food allergies I should know about? Let's try again."
ALLERGIES_CHECK,"Let's try that one more time. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none. I'm ready when you are."
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none. Take your time."
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"[Name], I didn't quite get that. If you have allergies, please list them. If not, just say none. Let's try again."
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I didn't quite catch that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none. Just say the word."
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no? Let's try again."
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about? Take your time.
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Sorry [Name], could you clarify? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,Could you repeat that? Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Oops, missed that. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,I'm not sure I follow. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Wait, say that again? Do you have any dietary restrictions? Yes or no?"
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"[Name], I didn't quite get that. Do you have any dietary restrictions? Yes or no? I'm ready when you are."
ALLERGIES_CHECK,Let's try that one more time. Do you have any dietary restrictions? Yes or no? I'm ready when you are.
ALLERGIES_CHECK,I didn't quite catch that. Do you have any dietary restrictions? Yes or no?
ALLERGIES_CHECK,"Sorry, I missed that. If you have allergies, please list them. If not, just say none. Can you clarify?"
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Could you repeat that? If you have allergies, please list them. If not, just say none. I'm ready when you are."
ALLERGIES_CHECK,"Let's try that one more time. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,Could you repeat that? I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"Sorry, I missed that. Please clearly state any allergies, or say 'none'. Let me know."
ALLERGIES_CHECK,"Hmm, that didn't compute. I didn't catch that. Any food allergies I should know about? Let me know."
ALLERGIES_CHECK,"Sorry, I missed that. I didn't catch that. Any food allergies I should know about? Just say the word."
ALLERGIES_CHECK,I didn't quite catch that. I didn't catch that. Any food allergies I should know about?
ALLERGIES_CHECK,"My apologies, I didn't understand. If you have allergies, please list them. If not, just say none."
ALLERGIES_CHECK,"I'm not sure I follow. Please clearly state any allergies, or say 'none'."
ALLERGIES_CHECK,"Hmm, that didn't compute. If you have allergies, please list them. If not, just say none."
